goTerm,Biological.function,Cluster.number,pvalue,size,Genes
GO:0061564,axon development ,Cluster_3,0.00122967,13,APP;SPTBN4;ECM2;LRRC38;AMIGO1;DOCK7;MTR;PRELP;ARHGAP35;RTN4;CAMSAP2;PARD6B;SLITRK4;SLIT3;APBB1;DRD2;PAK3;RAB8A;LINGO2;NTNG1;RYK;OMD;OMG;RTN4RL2;ANK3;BAIAP2;L1CAM;LRFN3;GAP43;LRFN5;LRFN4;CDK5;RTN4RL1;PARD3;MAP1A;OGN;TAOK2;S100A6;TLR9;CNTN4;DSCAML1;FOLR1;LLGL1;ANK3;CAMSAP2;DRD2;ECM2;GAP43;LRRC38;NTNG1;OGN;OMD;PARD3;PARD6B;RTN4RL1;SLIT3
GO:0061614,pri-miRNA transcription from RNA polymerase II promoter ,Cluster_8,0.001196105,4,FOSL1;DDX5;PPARG;KLF4;ETS1;ETS1;FOSL1;KLF4;PPARG
GO:0061641,CENP-A containing chromatin organization ,Cluster_1,1.49E-05,12,NPM1;CENPW;SMARCA5;CENPA;CENPC;HIST1H4A;MIS18A;RBBP4;NASP;CENPH;MIS18BP1;RUVBL1;CENPK;CENPL;CENPM;OIP5;CENPN;CENPP;CENPQ;ITGB3BP;CENPH;CENPL;CENPM;CENPN;CENPQ;MIS18A;MIS18BP1;NASP;NPM1;OIP5;RBBP4;SMARCA5
GO:0061844,antimicrobial humoral immune response mediated by antimicrobial peptide ,Cluster_4,0.000267308,10,RPL30;HIST1H2BJ;HIST1H2BK;DEFB1;H2BFS;F2;HIST2H2BE;RPS19;FAM3A;ROMO1;HMGN2;HRG;S100A9;GAPDH;KRT6A;LTF;HIST1H2BC;DEFB1;GAPDH;H2BFS;HIST1H2BC;HIST1H2BJ;HIST1H2BK;HIST2H2BE;ROMO1;RPL30;RPS19
GO:0065004,protein-DNA complex assembly ,Cluster_4,6.05E-07,29,CCNH;CETN2;CHAF1B;SART3;HIST3H2BB;BRD2;DAXX;H2AFY;H2AFX;ATRX;HIST2H2BC;CHD1L;RAD23B;HIST2H2BF;HIST2H2BE;RBX1;HIST2H2BD;DDB2;RAD51B;DDB1;RAD51C;KAT6B;GRWD1;DMC1;HIST1H2BH;HIST1H2BB;UBA52;ASF1A;HIST1H2BD;HIST1H2BC;HIST1H2BN;HIST1H2BM;HIST1H2BO;HIST1H2BJ;HIST1H2BL;HIST1H2BK;XPA;SPTY2D1;CENPA;HIST1H3A;UBB;SWI5;UBC;RPS27A;CENPV;NPM1;H3F3C;XRCC2;H3F3A;SMARCA5;RPA2;GTF2H1;H2BFS;GTF2H2;GTF2H3;GTF2H5;NAP1L4;CUL4A;HIST1H4A;ERCC2;ANP32E;ERCC5;MNAT1;CETN2;DDB2;GTF2H5;H2AFX;H2BFS;H3F3C;HIST1H2BB;HIST1H2BC;HIST1H2BD;HIST1H2BH;HIST1H2BJ;HIST1H2BK;HIST1H2BL;HIST1H2BM;HIST1H2BN;HIST1H2BO;HIST1H3A;HIST1H4A;HIST2H2BC;HIST2H2BD;HIST2H2BE;HIST2H2BF;HIST3H2BB;RBX1;RPS27A;SWI5;UBA52;UBB;UBC
GO:0070125,mitochondrial translational elongation ,Cluster_4,3.02E-12,41,MRPS17;MRPS15;GFM1;MRPS16;MRPS14;MRPS11;MRPS12;MRPL38;MRPL39;MRPS10;MRPL36;MRPL37;MRPL34;MRPL35;MRPL32;MRPL41;MRPL4;MRPL42;MRPL2;MRPL40;MRPL9;CHCHD1;MRPS28;MRPS26;MRPS24;MRPS25;MRPS22;MRPS23;MRPS18B;MRPL49;MRPS2;MRPS18A;MRPS21;MRPL47;MRPS7;MRPL45;MRPS6;MRPL46;MRPS5;MRPL43;TUFM;MRPL44;MRPL52;MRPL53;MRPS9;MRPL50;MRPL51;AURKAIP1;DAP3;MRPS35;MRPS33;MRPL18;MRPL19;MRPS34;MRPS31;MRPL16;MRPL17;MRPL14;MRPL15;MRPS30;MRPL12;MRPL13;MRPL54;MRPL10;MRPL55;MRPL11;MRPL20;GADD45GIP1;MRPL27;MRPL28;ERAL1;MRPL24;MRPL21;MRPL22;MRPL30;AURKAIP1;CHCHD1;ERAL1;GADD45GIP1;MRPL10;MRPL11;MRPL12;MRPL16;MRPL17;MRPL18;MRPL20;MRPL21;MRPL24;MRPL27;MRPL28;MRPL34;MRPL35;MRPL36;MRPL37;MRPL4;MRPL40;MRPL41;MRPL47;MRPL49;MRPL51;MRPL52;MRPL53;MRPL54;MRPL55;MRPL9;MRPS11;MRPS12;MRPS15;MRPS16;MRPS17;MRPS2;MRPS23;MRPS24;MRPS26;MRPS34;MRPS7
GO:0070125,mitochondrial translational elongation ,Cluster_1,1.26E-06,30,MRPS17;MRPS15;GFM1;MRPS16;MRPS14;MRPS11;MRPS12;MRPL38;MRPL39;MRPS10;MRPL36;MRPL37;MRPL34;MRPL35;MRPL32;MRPL41;MRPL4;MRPL42;MRPL2;MRPL40;MRPL9;CHCHD1;MRPS28;MRPS26;MRPS24;MRPS25;MRPS22;MRPS23;MRPS18B;MRPL49;MRPS2;MRPS18A;MRPS21;MRPL47;MRPS7;MRPL45;MRPS6;MRPL46;MRPS5;MRPL43;TUFM;MRPL44;MRPL52;MRPL53;MRPS9;MRPL50;MRPL51;AURKAIP1;DAP3;MRPS35;MRPS33;MRPL18;MRPL19;MRPS34;MRPS31;MRPL16;MRPL17;MRPL14;MRPL15;MRPS30;MRPL12;MRPL13;MRPL54;MRPL10;MRPL55;MRPL11;MRPL20;GADD45GIP1;MRPL27;MRPL28;ERAL1;MRPL24;MRPL21;MRPL22;MRPL30;DAP3;MRPL13;MRPL14;MRPL15;MRPL19;MRPL2;MRPL22;MRPL30;MRPL32;MRPL38;MRPL39;MRPL42;MRPL43;MRPL44;MRPL45;MRPL46;MRPL50;MRPS10;MRPS14;MRPS18A;MRPS18B;MRPS21;MRPS22;MRPS30;MRPS31;MRPS33;MRPS35;MRPS5;MRPS9;TUFM
GO:0070126,mitochondrial translational termination ,Cluster_1,1.75E-06,30,MRPS17;MRPS15;MRPS16;MRPS14;GFM2;MRPS11;MRPS12;MRPL38;MRPL39;MRPS10;MRPL36;MRPL37;MRPL34;MRPL35;MRPL32;MRPL41;MRPL4;MRPL42;MTRF1;MRPL2;MRPL40;MRPL9;CHCHD1;MRPS28;MRPS26;MRPS24;MRPS25;MRPS22;MRPS23;MRPS18B;MRPL49;MRPS2;MRPS18A;MRPS21;MRPL47;MRPS7;MRPL45;MRPS6;MRPL46;MRPS5;MRPL43;MRPL44;MRPL52;MRPL53;MRPS9;MRPL50;MRPL51;AURKAIP1;MTRF1L;DAP3;MRPS35;MRPS33;MRPL18;MRPL19;MRPS34;MRPS31;MRPL16;MRPL17;MRPL14;MRPL15;MRPS30;MRPL12;MRPL13;MRPL54;MRPL10;MRPL55;MRPL11;MRPL20;GADD45GIP1;MRPL27;MRPL28;ERAL1;MRPL24;MRPL21;MRPL22;MRPL30;DAP3;MRPL13;MRPL14;MRPL15;MRPL19;MRPL2;MRPL22;MRPL30;MRPL32;MRPL38;MRPL39;MRPL42;MRPL43;MRPL44;MRPL45;MRPL46;MRPL50;MRPS10;MRPS14;MRPS18A;MRPS18B;MRPS21;MRPS22;MRPS30;MRPS31;MRPS33;MRPS35;MRPS5;MRPS9;MTRF1
GO:0070126,mitochondrial translational termination ,Cluster_4,5.38E-12,41,MRPS17;MRPS15;MRPS16;MRPS14;GFM2;MRPS11;MRPS12;MRPL38;MRPL39;MRPS10;MRPL36;MRPL37;MRPL34;MRPL35;MRPL32;MRPL41;MRPL4;MRPL42;MTRF1;MRPL2;MRPL40;MRPL9;CHCHD1;MRPS28;MRPS26;MRPS24;MRPS25;MRPS22;MRPS23;MRPS18B;MRPL49;MRPS2;MRPS18A;MRPS21;MRPL47;MRPS7;MRPL45;MRPS6;MRPL46;MRPS5;MRPL43;MRPL44;MRPL52;MRPL53;MRPS9;MRPL50;MRPL51;AURKAIP1;MTRF1L;DAP3;MRPS35;MRPS33;MRPL18;MRPL19;MRPS34;MRPS31;MRPL16;MRPL17;MRPL14;MRPL15;MRPS30;MRPL12;MRPL13;MRPL54;MRPL10;MRPL55;MRPL11;MRPL20;GADD45GIP1;MRPL27;MRPL28;ERAL1;MRPL24;MRPL21;MRPL22;MRPL30;AURKAIP1;CHCHD1;ERAL1;GADD45GIP1;MRPL10;MRPL11;MRPL12;MRPL16;MRPL17;MRPL18;MRPL20;MRPL21;MRPL24;MRPL27;MRPL28;MRPL34;MRPL35;MRPL36;MRPL37;MRPL4;MRPL40;MRPL41;MRPL47;MRPL49;MRPL51;MRPL52;MRPL53;MRPL54;MRPL55;MRPL9;MRPS11;MRPS12;MRPS15;MRPS16;MRPS17;MRPS2;MRPS23;MRPS24;MRPS26;MRPS34;MRPS7
GO:0070203,regulation of establishment of protein localization to telomere ,Cluster_1,0.002415917,6,CCT6A;CCT2;DKC1;TCP1;CCT8;TERF1;CCT7;CCT5;CCT4;WRAP53;CCT2;CCT4;CCT5;CCT6A;CCT8;WRAP53
GO:0070316,regulation of G0 to G1 transition ,Cluster_1,0.004676821,10,L3MBTL2;EHMT2;EHMT1;BRCA1;FOXO4;BMI1;RNF2;UXT;RBBP4;CHEK1;RBBP8;YAF2;E2F6;SUZ12;PCGF6;PHC1;RRM2;CBX5;RING1;CBX3;DAB2IP;CDC7;PHC3;TFDP1;RHNO1;BMI1;BRCA1;CBX3;CBX5;CHEK1;PHC1;RBBP4;RHNO1;RRM2;TFDP1
GO:0070372,regulation of ERK1 and ERK2 cascade ,Cluster_5,0.001742315,24,APP;CIB1;PHB2;FGF2;ICAM1;IGF1R;RPS6KA6;KDR;LGALS9;EPHB1;EPHB4;EPHA5;PDGFRB;EPHA4;PDGFRA;MUSK;FBXW7;LMO3;ADIPOQ;F2R;LMTK2;PRKCA;MIF;KARS;ROR1;ROR2;EZR;EPHA2;NOTCH2;CSF1R;NDRG4;EPHA10;C5AR1;PDGFB;FBLN1;MST1R;PLA2G5;PHB;AGER;PKHD1;RAP1A;PDGFD;PDGFC;LYN;TGFB1;INSR;STYX;FN1;ABCA7;BRAF;DLG1;BMP2;GPR183;PIN1;FGFR4;FGFR3;FGFR1;RET;DDR1;ALK;NRP1;FLT1;PSCA;FLT4;HTR2B;APIP;PTEN;HTR2C;HMGB1;ARRB2;CYR61;DSTYK;FFAR4;TIMP3;TNFAIP8L3;CCR7;CD36;DUSP4;FGB;FGA;DUSP3;SYK;ATP6AP1;INSRR;FGG;OPRM1;DUSP26;DUSP6;TIRAP;CEACAM1;IL1B;FSHR;CNKSR3;RAPGEF2;CHI3L1;ITGB1BP1;MET;CD44;DDR2;RAMP3;RGS14;GSTP1;EGFR;DDT;PTK2B;CCL2;C3ORF33;GBP1;MAPK3;PTPN1;NTRK2;CCL20;RYK;GPR55;DAB2IP;PTPN11;MERTK;TNIP1;AXL;NEK10;F2RL1;PTPN6;SPRY1;PTPN2;C5AR1;CEACAM1;CHI3L1;DAB2IP;DDR2;DUSP6;EPHA10;FFAR4;FGA;FGB;FGG;FLT1;FSHR;GSTP1;LGALS9;LMO3;NTRK2;PDGFRA;PKHD1;PLA2G5;RAMP3;ROR2;SPRY1;TNFAIP8L3
GO:0070374,positive regulation of ERK1 and ERK2 cascade ,Cluster_5,0.008730989,17,RET;DDR1;ALK;APP;NRP1;FLT1;FLT4;HTR2B;HTR2C;CIB1;HMGB1;ARRB2;PHB2;FGF2;ICAM1;IGF1R;DSTYK;KDR;FFAR4;TNFSF11;TNFAIP8L3;CCR7;LGALS9;CD36;EPHB1;EPHB4;EPHA5;PDGFRB;FGB;EPHA4;PDGFRA;FGA;MUSK;ATP6AP1;FBXW7;INSRR;F2R;FGG;LMTK2;PRKCA;MIF;OPRM1;TIRAP;KARS;FSHR;RAPGEF2;CHI3L1;ROR1;ROR2;MET;CD44;EPHA2;DDR2;NOTCH2;CSF1R;NDRG4;RAMP3;EPHA10;C5AR1;PDGFB;MST1R;PLA2G5;PHB;AGER;EGFR;RAP1A;DDT;PDGFD;PDGFC;PTK2B;CCL2;MAPK3;NTRK2;TGFB1;CCL20;RYK;INSR;GPR55;ABCA7;BRAF;PTPN11;MERTK;BMP2;AXL;GPR183;F2RL1;FGFR4;FGFR3;FGFR1;C5AR1;CHI3L1;DDR2;EPHA10;FFAR4;FGA;FGB;FGG;FLT1;FSHR;LGALS9;NTRK2;PDGFRA;PLA2G5;RAMP3;ROR2;TNFAIP8L3
GO:0070374,positive regulation of ERK1 and ERK2 cascade ,Cluster_3,0.009063397,19,RET;DDR1;ALK;APP;NRP1;FLT1;FLT4;HTR2B;HTR2C;CIB1;HMGB1;ARRB2;PHB2;FGF2;ICAM1;IGF1R;DSTYK;KDR;FFAR4;TNFSF11;TNFAIP8L3;CCR7;LGALS9;CD36;EPHB1;EPHB4;EPHA5;PDGFRB;FGB;EPHA4;PDGFRA;FGA;MUSK;ATP6AP1;FBXW7;INSRR;F2R;FGG;LMTK2;PRKCA;MIF;OPRM1;TIRAP;KARS;FSHR;RAPGEF2;CHI3L1;ROR1;ROR2;MET;CD44;EPHA2;DDR2;NOTCH2;CSF1R;NDRG4;RAMP3;EPHA10;C5AR1;PDGFB;MST1R;PLA2G5;PHB;AGER;EGFR;RAP1A;DDT;PDGFD;PDGFC;PTK2B;CCL2;MAPK3;NTRK2;TGFB1;CCL20;RYK;INSR;GPR55;ABCA7;BRAF;PTPN11;MERTK;BMP2;AXL;GPR183;F2RL1;FGFR4;FGFR3;FGFR1;ABCA7;ALK;BRAF;CCL2;CCR7;CD44;EGFR;F2RL1;FBXW7;GPR183;HTR2B;IGF1R;INSRR;KDR;NRP1;OPRM1;PDGFC;PRKCA;PTK2B
GO:0070498,interleukin-1-mediated signaling pathway ,Cluster_4,6.80E-06,28,PSMD8;IKBKB;PSMD9;PSMD7;RPS6KA5;PSMD4;PSMD5;PSMD2;PSMD3;PSMD1;IKBKG;BTRC;MAP3K7;SKP1;CHUK;IL1R1;RIPK2;IL1R2;RBX1;PSMA5;PSMA6;PSMA3;PSMA4;PSMA1;PSMA2;IL1B;TRAF6;PSME3;PSME4;PELI1;PSME1;PSME2;PLCB1;SQSTM1;UBA52;PSMD10;PSMD12;PSMD13;PELI2;CUL1;NOD1;PSMB10;PSMA7;PSMA8;PSMB6;PSMB4;PSMB5;IRAK1;UBB;PSMB3;UBC;PSMB1;RPS27A;MAPK3;EGR1;NFKB1;PSMB8;PSMC5;PSMC3;TNIP2;PSMC4;PSMC1;PSMC2;TAB3;TAB1;MYD88;MAPK3;PSMA2;PSMA4;PSMA5;PSMA6;PSMA7;PSMA8;PSMB1;PSMB10;PSMB3;PSMB4;PSMB5;PSMB6;PSMB8;PSMC2;PSMC3;PSMC4;PSMD10;PSMD13;PSMD3;PSMD4;PSMD8;PSME1;RBX1;RPS27A;UBA52;UBB;UBC
GO:0070536,protein K63-linked deubiquitination ,Cluster_8,0.002011958,6,OTUB2;OTUD4;USP13;BABAM1;USP25;CYLD;USP16;STAMBPL1;USP20;SHMT2;YOD1;STAMBP;CYLD;OTUB2;OTUD4;USP13;USP25;YOD1
GO:0070613,regulation of protein processing ,Cluster_3,0.00156257,11,CPB2;SERPINE2;CFH;C1S;CD81;C1R;PROS1;C5AR2;CFI;C5AR1;SNX12;C4BPA;CFP;CLU;NKD2;C4B;RNF139;CD19;C1QBP;SUSD4;CD59;CHAC1;CD55;CCBE1;PRNP;CR2;CR1;F2;TMEM59;CFHR4;GAS1;CFHR5;CD46;CFB;C1R;C1S;C4BPA;C5AR2;CCBE1;CD46;CD59;CFB;CFH;CHAC1;F2
GO:0070613,regulation of protein processing ,Cluster_5,0.000406209,11,CPB2;SERPINE2;CFH;C1S;CD81;C1R;PROS1;C5AR2;CFI;C5AR1;SNX12;C4BPA;CFP;CLU;NKD2;C4B;RNF139;CD19;C1QBP;SUSD4;CD59;CHAC1;CD55;CCBE1;PRNP;CR2;CR1;F2;TMEM59;CFHR4;GAS1;CFHR5;CD46;CFB;C4B;C5AR1;CFHR4;CFI;CFP;CR1;CR2;PRNP;PROS1;SERPINE2;SUSD4
GO:0070646,protein modification by small protein removal ,Cluster_1,0.000365855,50,TRRAP;KDM1B;KEAP1;UBE2D1;TOMM20;ACTB;CDC20;PSMD8;YY1;PSMD9;ATXN3L;PSMD7;PSMD4;PSMD5;MYC;PSMD2;PSMD3;RUVBL1;PSMD1;TRIM25;EP300;SKP2;MAP3K7;USP7;USP5;USP4;USP3;USP2;YOD1;CDC25A;RNF123;RNF128;PSME3;PSME4;PSME1;PSME2;STAMBP;TP53;UBA52;INO80C;PSMD10;VCP;INO80E;PSMD12;INO80D;PSMD13;TNKS;COPS7A;FOXO4;HIF1A;SNX3;VCPIP1;RHOT1;UBB;UBC;NLRP3;RIPK1;RCE1;SUDS3;CLSPN;BARD1;SMAD1;TOR1A;SMAD3;SMURF2;INO80;STAM;SMAD7;COPS4;CYLD;COPS3;COPS6;COPS5;COPS2;TADA3;MDM2;CDK1;MDM4;TAB1;COPS8;OGT;BAP1;USP36;WDR48;USPL1;USP38;USP31;USP34;PTEN;AKR1B1;BRCA1;ARRB2;MYSM1;BABAM1;IFIH1;SENP6;SENP5;OTUD6B;SENP8;IKBKG;USP30;USP46;USP47;USP49;USP42;RIPK2;DDX58;USP43;USP44;ACTR5;ACTL6A;USP45;RAD23A;JOSD2;ACTR8;JOSD1;SENP2;RAD23B;SENP3;UCHL5;RHOA;TGFBR1;DDB2;SENP1;PSMA5;CCNA2;PSMA6;PSMA3;PSMA4;PSMA1;PSMA2;TRAF3;TRAF6;BIRC2;BIRC3;OTUB1;OTUB2;USP13;BECN1;USP15;USP16;USP10;GPS1;WDR20;NEDD8;NOD1;FOXK1;TANK;USP18;PSMA7;PSMB10;PSMA8;RNF135;PSMB6;PSMB4;PSMB5;STAMBPL1;TNKS2;PSMB3;PSMB1;USP1;RPS27A;USP24;IL33;USP25;MBD5;USP26;MBD6;USP20;USP9X;USP21;MCRS1;USP22;TAF10;ADRM1;PSMB8;ASXL1;PSMC5;PSMC3;TNIP1;PSMC4;TNIP2;PSMC1;TNIP3;PSMC2;ASXL2;EIF3F;OTUD3;ACTB;ACTL6A;ACTR8;ADRM1;AKR1B1;BAP1;BECN1;BRCA1;CCNA2;CDC20;CDK1;CLSPN;COPS2;COPS3;COPS4;COPS5;COPS8;GPS1;INO80E;JOSD1;KDM1B;KEAP1;MCRS1;MDM2;PSMA1;PSMA3;PSMC5;PSMD2;PSMD5;PSMD7;PSMD9;PSME2;PSME3;RAD23A;RHOT1;RNF135;SENP2;SENP3;SKP2;STAMBP;TAB1;TAF10;TP53;USP1;USP16;USP2;USP20;USP22;VCP;WDR48
GO:0070741,response to interleukin-6 ,Cluster_5,0.001415219,4,SBNO2;PID1;PTGIS;CHI3L1;PHB;NFKB1;CHI3L1;PID1;PTGIS;SBNO2
GO:0070861,regulation of protein exit from endoplasmic reticulum ,Cluster_8,0.002086228,3,TMEM30A;SORL1;TM9SF4;SORL1;TM9SF4;TMEM30A
GO:0071027,nuclear RNA surveillance ,Cluster_1,0.004574746,5,EXOSC7;EXOSC6;EXOSC5;EXOSC10;EXOSC4;XRN1;EXOSC8;DXO;DXO;EXOSC10;EXOSC5;EXOSC6;EXOSC8
GO:0071028,nuclear mRNA surveillance ,Cluster_1,0.004574746,5,EXOSC7;EXOSC6;EXOSC5;EXOSC10;EXOSC4;XRN1;EXOSC8;DXO;DXO;EXOSC10;EXOSC5;EXOSC6;EXOSC8
GO:0071035,nuclear polyadenylation-dependent rRNA catabolic process ,Cluster_1,0.003323325,4,EXOSC7;EXOSC10;EXOSC8;EXOSC3;EXOSC2;EXOSC10;EXOSC2;EXOSC3;EXOSC8
GO:0071046,nuclear polyadenylation-dependent ncRNA catabolic process ,Cluster_1,0.003323325,4,EXOSC7;EXOSC10;EXOSC8;EXOSC3;EXOSC2;EXOSC10;EXOSC2;EXOSC3;EXOSC8
GO:0071156,regulation of cell cycle arrest ,Cluster_1,0.008783643,10,CCNK;HSP90AB1;UHRF2;GATA6;BRCA1;FOXO4;PKD2;FOXM1;RRP8;HMGN5;ZNF268;ZBTB17;DAB2IP;SETMAR;MIF;TFAP4;CDK5;MYBBP1A;CDK4;BIN1;ID2;MDM2;CALR;EVI2B;SLC25A33;TP53;TP73;BIN1;BRCA1;CALR;CDK5;HMGN5;HSP90AB1;MDM2;RRP8;TFAP4;TP53
GO:0071158,positive regulation of cell cycle arrest ,Cluster_1,0.000107269,21,BTG2;CDKN1B;BRCA1;TRIAP1;PKD2;RRP8;EP300;GTSE1;SOX4;ZNF385A;CNOT6L;PRMT1;GML;CDC25C;RBL2;TFDP1;RPL26;TP53;UBA52;PCNA;UHRF2;GATA6;FOXO4;AURKA;MUC1;CCNB1;UBB;PCBP4;PLAGL1;UBC;SFN;E2F4;RPS27A;E2F7;ZBTB17;NPM1;GADD45A;PLK2;DAB2IP;CNOT10;CNOT4;CNOT6;CNOT7;MYBBP1A;CNOT11;ID2;CARM1;CDK2;CDK1;MDM2;BAX;ATM;MDM4;CNOT8;TP73;AURKA;BRCA1;BTG2;CCNB1;CDK1;CDKN1B;CNOT10;CNOT11;CNOT7;E2F4;GTSE1;MDM2;NPM1;PCBP4;PRMT1;RBL2;RRP8;SOX4;TFDP1;TP53;TRIAP1
GO:0071173,spindle assembly checkpoint ,Cluster_1,0.002372626,7,IK;PLK1;BUB1B;TTK;MAD2L2;CENPF;ZW10;TPR;ATM;TRIP13;BUB3;BUB1;MAD1L1;BUB1;BUB1B;BUB3;IK;PLK1;TRIP13;TTK
GO:0071174,mitotic spindle checkpoint ,Cluster_1,0.002372626,7,IK;PLK1;BUB1B;TTK;MAD2L2;CENPF;ZW10;TPR;ATM;TRIP13;BUB3;BUB1;MAD1L1;BUB1;BUB1B;BUB3;IK;PLK1;TRIP13;TTK
GO:0071280,cellular response to copper ion ,Cluster_5,0.00921791,4,PRNP;DAXX;MT2A;HSF1;MT1X;AQP2;AQP1;SNCA;MT1E;MT1X;MT2A;PRNP;SNCA
GO:0071331,cellular response to hexose stimulus ,Cluster_3,0.00991215,4,UNC13B;ERN1;TRA2B;INSRR;ZNF236;SOX4;IGF1R;PCK2;ERN1;IGF1R;INSRR;ZNF236
GO:0071333,cellular response to glucose stimulus ,Cluster_3,0.009716015,5,UNC13B;ERN1;TRA2B;INSRR;RAB11FIP2;ZNF236;AGER;SOX4;IGF1R;PCK2;RAB11FIP5;RAB11B;ERN1;IGF1R;INSRR;RAB11B;ZNF236
GO:0071345,cellular response to cytokine stimulus ,Cluster_5,2.77E-05,42,CNTF;PID1;IL23R;MT1X;EPRS;IFIT1;CRKL;ICAM1;MT2A;MYC;AKT1;TNFSF11;LGALS9;DAPK1;IL1R1;IL1R2;DAPK3;RC3H1;FLT3LG;EREG;CDC34;PDE12;UBA52;TP53;STX1A;NUMBL;PDE1B;DHX9;IL20RA;FPR1;TWIST1;PIK3R1;HIF1A;FLRT3;FLRT1;HMOX1;STAT5A;STAT5B;EGR1;PDE2A;IL31RA;FN1;LIF;IL36G;IFNLR1;IL20;IL24;LRRC4;LRRC3;BRCA1;IKBKB;SYNCRIP;SMPD4;HYAL1;HYAL2;HYAL3;ANKRD1;CCR7;TIMP1;CD36;JAK2;JAK1;UPF1;EDN2;IFNGR1;BGN;IL18;IL19;IL16;TYK2;OSMR;RHOA;VAV1;ZEB1;IL1B;RAPGEF1;RHOU;CACTIN;FOXC1;GBA;AKAP6;TANK;DUOX1;RPS3;HAS2;STAT6;CD58;RPS27A;IL12RB1;CCL20;IL10RB;STAT3;DAB2IP;UBE2G2;VEGFA;AXL;CLCF1;PLP2;CRLF1;IL18R1;CSF3;NDUFA13;CSF1;ZFAND6;CD80;INPPL1;F13A1;CIB1;FGF2;ZFP36;KHSRP;IL6R;IL13RA1;IFNAR2;IL4R;CISH;HGF;WNT5A;FSCN1;IL6ST;ZNF675;IFNAR1;CSF1R;TCF7;HTRA2;PHB;CSF2RA;FOXO1;ZFP36L2;HSP90B1;SOCS2;BAG4;SBNO2;SOCS1;UBB;IRAK1;TPR;UBC;CHAD;RIPK1;LRRC4C;SOCS4;LRRC4B;MCL1;SOCS5;PNPT1;TGFB1;SMAD3;POU2F1;NFKB1;FER;BCL6;IL7;LCN2;UBE2K;NFE2L2;ITGB1;GSK3B;GSK3A;ITGB2;PIK3CD;PTPN23;YBX3;LRRTM3;LRRTM4;ITGAX;LBP;HSP90AA1;PTGIS;CHUK;MMP2;RPL13A;RTN4RL2;OPRM1;TNFRSF1B;ASPN;HAX1;PIK3CA;RTN4RL1;IRF1;IL1RAPL1;IFNK;BIRC5;CHI3L1;SOS1;CRK;GAPDH;TNFRSF21;CEBPA;LAMA5;USP10;CBL;MUC1;IL1RL2;S1PR1;CCL2;FYN;PTPN18;PTPN11;PTPN12;PTPN13;PTPN14;MAPK13;MAPK11;TEC;IL2RB;PTPN9;PTPN6;PTPN7;VIM;PTPN4;RBMX;PTPN2;AKAP6;BCL6;BGN;CHI3L1;CSF3;DAB2IP;DAPK1;EGR1;FLRT1;FLRT3;HGF;IL16;IL18R1;IL19;IL1R1;IL1R2;IL20;IL23R;IL24;IL31RA;IL6R;ITGAX;LBP;LGALS9;LRRTM3;LRRTM4;MAPK13;MMP2;MT1X;MT2A;PID1;PIK3R1;PTGIS;PTPN12;S1PR1;SBNO2;SMAD3;SOCS1;TIMP1;VAV1;ZFAND6;ZFP36
